sub	ses	run	runtype	trial_index	cue	stimulusintensity	singletrial_fname	expectrating	expectlabel	outcomerating	outcomelabel	expectrating_impute	expectlabel_impute	outcomerating_impute	outcomelabel_impute	expectrating_RT	expectrating_RTimpute	outcomerating_RT	outcomerating_RTimpute	pain_stimulus_delivery_success
sub-0039	ses-01	run-04	pain	2	high_cue	high_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz	55.29	Strong	66.04	Very Strong	55.29	Strong	66.04	Very Strong	2.14	1.71	3.02	2.2	success
sub-0039	ses-01	run-04	pain	3	high_cue	med_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	62.71	Strong	58.92	Strong	62.71	Strong	58.92	Strong	2.23	1.22	2.52	2.09	success
sub-0039	ses-01	run-04	pain	4	low_cue	low_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz	51.02	Strong	54.14	Strong	51.02	Strong	54.14	Strong	3.5	1.37	2.97	2.32	success
sub-0039	ses-01	run-04	pain	5	high_cue	high_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	66.62	Very Strong	70.18	Very Strong	66.62	Very Strong	70.18	Very Strong	1.61	1.14	2.68	1.98	success
sub-0039	ses-01	run-04	pain	6	high_cue	low_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz	69.31	Very Strong	54.78	Strong	69.31	Very Strong	54.78	Strong	2.13	1.59	2.1	1.5	success
sub-0039	ses-01	run-04	pain	7	low_cue	med_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	58.8	Strong	n/a	n/a	58.8	Strong	57.78	Strong	2.68	2.22	n/a	1.68	success
sub-0039	ses-01	run-04	pain	8	low_cue	high_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	50.87	Strong	62.31	Strong	50.87	Strong	62.31	Strong	2.13	1.63	2.96	2.02	success
sub-0039	ses-01	run-04	pain	9	low_cue	med_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz	60.65	Strong	60.45	Strong	60.65	Strong	60.45	Strong	1.59	1.07	2.19	1.48	success
sub-0039	ses-01	run-04	pain	10	low_cue	low_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz	61.79	Strong	49.22	Strong	61.79	Strong	49.22	Strong	1.96	1.24	2.73	1.9	success
sub-0039	ses-01	run-04	pain	11	high_cue	med_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	68.07	Very Strong	59.71	Strong	68.07	Very Strong	59.71	Strong	2.34	0.96	2.05	1.39	success
sub-0039	ses-01	run-04	pain	12	low_cue	high_stim	sub-0039_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	50.37	Strong	64.47	Very Strong	50.37	Strong	64.47	Very Strong	2.78	2.22	3.08	2.34	success
sub-0039	ses-01	run-05	cognitive	1	low_cue	low_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	16.17	Moderate	3.95	Weak	16.17	Moderate	3.95	Weak	2.03	1.37	2.57	1.85	n/a
sub-0039	ses-01	run-05	cognitive	2	low_cue	med_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	6.21	Weak	82.5	Very Strong	6.21	Weak	82.5	Very Strong	2.77	2.37	2.16	1.69	n/a
sub-0039	ses-01	run-05	cognitive	3	high_cue	med_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	56.76	Strong	82.34	Very Strong	56.76	Strong	82.34	Very Strong	1.49	1.09	1.88	1.28	n/a
sub-0039	ses-01	run-05	cognitive	4	low_cue	high_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	3.72	Weak	31.91	Strong	3.72	Weak	31.91	Strong	1.86	1.24	2.22	1.45	n/a
sub-0039	ses-01	run-05	cognitive	5	high_cue	med_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	43.16	Strong	0.0	n/a	43.16	Strong	0.0	n/a	1.68	0.88	1.74	1.3	n/a
sub-0039	ses-01	run-05	cognitive	6	low_cue	high_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	6.9	Weak	n/a	n/a	6.9	Weak	n/a	n/a	2.18	1.43	n/a	0.03	n/a
sub-0039	ses-01	run-05	cognitive	7	low_cue	low_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	11.31	Moderate	8.89	Weak	11.31	Moderate	8.89	Weak	2.57	2.07	1.83	1.3	n/a
sub-0039	ses-01	run-05	cognitive	8	high_cue	high_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	35.35	Strong	7.13	Weak	35.35	Strong	7.13	Weak	3.77	3.12	1.62	0.97	n/a
sub-0039	ses-01	run-05	cognitive	9	high_cue	high_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	13.13	Moderate	7.53	Weak	13.13	Moderate	7.53	Weak	1.9	1.32	2.13	1.69	n/a
sub-0039	ses-01	run-05	cognitive	10	high_cue	low_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	26.05	Moderate	20.39	Moderate	26.05	Moderate	20.39	Moderate	2.36	1.99	2.72	2.12	n/a
sub-0039	ses-01	run-05	cognitive	11	high_cue	low_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	23.68	Moderate	10.09	Moderate	23.68	Moderate	10.09	Moderate	1.56	1.09	1.6	0.93	n/a
sub-0039	ses-01	run-05	cognitive	12	low_cue	med_stim	sub-0039_ses-01_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	5.57	Weak	5.3	Weak	5.57	Weak	5.3	Weak	2.2	1.57	1.47	1.1	n/a
sub-0039	ses-01	run-06	vicarious	1	high_cue	high_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz	48.92	Strong	32.92	Strong	48.92	Strong	32.92	Strong	1.71	1.41	2.12	1.48	n/a
sub-0039	ses-01	run-06	vicarious	2	low_cue	high_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz	1.91	Barely detectable	27.2	Moderate	1.91	Barely detectable	27.2	Moderate	2.84	2.29	2.27	1.9	n/a
sub-0039	ses-01	run-06	vicarious	3	high_cue	high_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz	28.72	Moderate	26.05	Moderate	28.72	Moderate	26.05	Moderate	1.97	1.23	1.91	1.26	n/a
sub-0039	ses-01	run-06	vicarious	4	low_cue	med_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	14.93	Moderate	1.61	Barely detectable	14.93	Moderate	1.61	Barely detectable	2.3	1.85	2.45	1.9	n/a
sub-0039	ses-01	run-06	vicarious	5	high_cue	low_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz	46.8	Strong	5.3	Weak	46.8	Strong	5.3	Weak	1.58	0.78	1.85	1.37	n/a
sub-0039	ses-01	run-06	vicarious	6	high_cue	med_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz	50.16	Strong	23.68	Moderate	50.16	Strong	23.68	Moderate	1.85	1.37	3.69	2.99	n/a
sub-0039	ses-01	run-06	vicarious	7	low_cue	high_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	13.01	Moderate	37.65	Strong	13.01	Moderate	37.65	Strong	1.75	1.07	1.52	1.17	n/a
sub-0039	ses-01	run-06	vicarious	8	high_cue	low_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz	44.35	Strong	14.37	Moderate	44.35	Strong	14.37	Moderate	3.42	1.17	2.13	1.63	n/a
sub-0039	ses-01	run-06	vicarious	9	low_cue	low_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	4.38	Weak	13.03	Moderate	4.38	Weak	13.03	Moderate	2.0	1.48	1.87	1.39	n/a
sub-0039	ses-01	run-06	vicarious	10	high_cue	med_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz	21.5	Moderate	27.49	Moderate	21.5	Moderate	27.49	Moderate	2.63	1.72	3.6	2.94	n/a
sub-0039	ses-01	run-06	vicarious	11	low_cue	med_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz	5.98	Weak	16.1	Moderate	5.98	Weak	16.1	Moderate	2.74	2.27	2.53	1.68	n/a
sub-0039	ses-01	run-06	vicarious	12	low_cue	low_stim	sub-0039_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	10.99	Moderate	11.85	Moderate	10.99	Moderate	11.85	Moderate	1.39	0.94	1.73	0.98	n/a
sub-0039	ses-04	run-01	cognitive	1	high_cue	med_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	40.43	Strong	34.52	Strong	40.43	Strong	34.52	Strong	1.43	0.92	2.0	1.4	n/a
sub-0039	ses-04	run-01	cognitive	2	high_cue	high_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz	29.77	Strong	21.71	Moderate	29.77	Strong	21.71	Moderate	1.52	1.02	2.47	1.93	n/a
sub-0039	ses-04	run-01	cognitive	3	low_cue	high_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	21.76	Moderate	27.91	Moderate	21.76	Moderate	27.91	Moderate	1.75	0.88	1.96	1.57	n/a
sub-0039	ses-04	run-01	cognitive	4	high_cue	low_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	42.64	Strong	10.74	Moderate	42.64	Strong	10.74	Moderate	1.63	1.03	2.09	1.31	n/a
sub-0039	ses-04	run-01	cognitive	5	high_cue	med_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	14.32	Moderate	57.58	Strong	14.32	Moderate	57.58	Strong	1.94	1.34	2.93	1.9	n/a
sub-0039	ses-04	run-01	cognitive	6	low_cue	low_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	23.75	Moderate	6.67	Weak	23.75	Moderate	6.67	Weak	1.69	1.24	1.53	0.93	n/a
sub-0039	ses-04	run-01	cognitive	7	low_cue	med_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	15.23	Moderate	10.82	Moderate	15.23	Moderate	10.82	Moderate	1.63	0.92	1.6	1.17	n/a
sub-0039	ses-04	run-01	cognitive	8	low_cue	med_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz	13.17	Moderate	19.76	Moderate	13.17	Moderate	19.76	Moderate	1.8	1.35	2.11	1.34	n/a
sub-0039	ses-04	run-01	cognitive	9	high_cue	high_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	14.04	Moderate	42.4	Strong	14.04	Moderate	42.4	Strong	1.86	0.97	3.1	2.48	n/a
sub-0039	ses-04	run-01	cognitive	10	low_cue	low_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz	10.35	Moderate	9.12	Weak	10.35	Moderate	9.12	Weak	2.18	1.37	2.78	2.03	n/a
sub-0039	ses-04	run-01	cognitive	11	high_cue	low_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	28.22	Moderate	22.14	Moderate	28.22	Moderate	22.14	Moderate	2.35	1.15	1.78	1.07	n/a
sub-0039	ses-04	run-01	cognitive	12	low_cue	high_stim	sub-0039_ses-04_run-01_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	12.27	Moderate	9.73	Weak	12.27	Moderate	9.73	Weak	1.55	0.65	2.97	2.07	n/a
sub-0039	ses-04	run-02	pain	1	low_cue	low_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	49.9	Strong	66.41	Very Strong	49.9	Strong	66.41	Very Strong	2.1	1.45	2.42	1.75	success
sub-0039	ses-04	run-02	pain	2	low_cue	med_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz	55.8	Strong	71.27	Very Strong	55.8	Strong	71.27	Very Strong	2.67	2.22	2.25	1.55	success
sub-0039	ses-04	run-02	pain	3	high_cue	med_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz	62.82	Strong	64.36	Very Strong	62.82	Strong	64.36	Very Strong	1.58	1.22	2.11	1.48	success
sub-0039	ses-04	run-02	pain	4	low_cue	high_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	55.16	Strong	65.59	Very Strong	55.16	Strong	65.59	Very Strong	2.74	2.02	2.38	1.7	success
sub-0039	ses-04	run-02	pain	5	high_cue	med_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	52.81	Strong	57.4	Strong	52.81	Strong	57.4	Strong	1.58	0.9	1.88	1.12	success
sub-0039	ses-04	run-02	pain	6	low_cue	high_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	67.04	Very Strong	59.12	Strong	67.04	Very Strong	59.12	Strong	2.93	2.57	1.75	1.12	success
sub-0039	ses-04	run-02	pain	7	low_cue	low_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	61.56	Strong	51.86	Strong	61.56	Strong	51.86	Strong	1.93	0.85	1.89	1.23	success
sub-0039	ses-04	run-02	pain	8	high_cue	high_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	65.08	Very Strong	68.11	Very Strong	65.08	Very Strong	68.11	Very Strong	1.54	1.01	2.82	2.17	success
sub-0039	ses-04	run-02	pain	9	high_cue	high_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	64.26	Very Strong	66.59	Very Strong	64.26	Very Strong	66.59	Very Strong	1.32	0.92	2.04	1.32	success
sub-0039	ses-04	run-02	pain	10	high_cue	low_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz	71.34	Very Strong	49.8	Strong	71.34	Very Strong	49.8	Strong	2.22	0.92	1.47	0.99	success
sub-0039	ses-04	run-02	pain	11	high_cue	low_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	61.79	Strong	50.69	Strong	61.79	Strong	50.69	Strong	1.77	1.15	1.45	0.9	success
sub-0039	ses-04	run-02	pain	12	low_cue	med_stim	sub-0039_ses-04_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	58.88	Strong	50.55	Strong	58.88	Strong	50.55	Strong	2.98	2.24	2.42	1.53	success
sub-0039	ses-04	run-03	vicarious	1	low_cue	high_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz	25.95	Moderate	53.89	Strong	25.95	Moderate	53.89	Strong	1.64	0.97	2.27	1.63	n/a
sub-0039	ses-04	run-03	vicarious	2	high_cue	med_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	56.63	Strong	30.96	Strong	56.63	Strong	30.96	Strong	2.53	1.58	2.52	1.93	n/a
sub-0039	ses-04	run-03	vicarious	3	low_cue	low_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	17.27	Moderate	24.79	Moderate	17.27	Moderate	24.79	Moderate	2.57	1.63	2.32	1.52	n/a
sub-0039	ses-04	run-03	vicarious	4	low_cue	low_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz	3.3	Weak	29.42	Strong	3.3	Weak	29.42	Strong	2.35	1.62	1.89	1.19	n/a
sub-0039	ses-04	run-03	vicarious	5	high_cue	low_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz	34.2	Strong	19.03	Moderate	34.2	Strong	19.03	Moderate	1.54	0.94	2.7	2.03	n/a
sub-0039	ses-04	run-03	vicarious	6	high_cue	med_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz	44.19	Strong	2.86	Barely detectable	44.19	Strong	2.86	Barely detectable	2.13	1.1	2.22	1.49	n/a
sub-0039	ses-04	run-03	vicarious	7	high_cue	low_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	41.46	Strong	3.0	Barely detectable	41.46	Strong	3.0	Barely detectable	2.03	1.15	1.95	1.33	n/a
sub-0039	ses-04	run-03	vicarious	8	low_cue	high_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	5.45	Weak	57.8	Strong	5.45	Weak	57.8	Strong	1.65	0.95	2.55	1.8	n/a
sub-0039	ses-04	run-03	vicarious	9	low_cue	med_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz	13.81	Moderate	2.92	Barely detectable	13.81	Moderate	2.92	Barely detectable	1.65	0.97	1.22	0.78	n/a
sub-0039	ses-04	run-03	vicarious	10	low_cue	med_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	13.48	Moderate	34.07	Strong	13.48	Moderate	34.07	Strong	1.93	1.25	2.57	1.6	n/a
sub-0039	ses-04	run-03	vicarious	11	high_cue	high_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz	n/a	n/a	57.14	Strong	26.71	Moderate	57.14	Strong	n/a	3.97	2.04	1.44	n/a
sub-0039	ses-04	run-03	vicarious	12	high_cue	high_stim	sub-0039_ses-04_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz	39.31	Strong	31.96	Strong	39.31	Strong	31.96	Strong	2.72	0.69	2.23	1.51	n/a
sub-0039	ses-04	run-04	vicarious	1	low_cue	high_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz	5.34	Weak	58.3	Strong	5.34	Weak	58.3	Strong	1.63	0.81	2.05	1.32	n/a
sub-0039	ses-04	run-04	vicarious	2	high_cue	med_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	40.13	Strong	17.05	Moderate	40.13	Strong	17.05	Moderate	1.78	0.95	2.14	1.57	n/a
sub-0039	ses-04	run-04	vicarious	3	low_cue	low_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	20.69	Moderate	17.92	Moderate	20.69	Moderate	17.92	Moderate	1.97	1.3	2.47	1.97	n/a
sub-0039	ses-04	run-04	vicarious	4	high_cue	low_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	13.7	Moderate	13.98	Moderate	13.7	Moderate	13.98	Moderate	2.27	1.44	2.07	1.3	n/a
sub-0039	ses-04	run-04	vicarious	5	low_cue	med_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz	26.88	Moderate	65.08	Very Strong	26.88	Moderate	65.08	Very Strong	2.18	1.55	2.14	1.44	n/a
sub-0039	ses-04	run-04	vicarious	6	high_cue	high_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	58.09	Strong	15.28	Moderate	58.09	Strong	15.28	Moderate	1.65	0.9	1.72	1.26	n/a
sub-0039	ses-04	run-04	vicarious	7	low_cue	low_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	21.71	Moderate	26.26	Moderate	21.71	Moderate	26.26	Moderate	1.89	0.99	2.33	1.43	n/a
sub-0039	ses-04	run-04	vicarious	8	low_cue	high_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	13.56	Moderate	28.13	Moderate	13.56	Moderate	28.13	Moderate	1.92	1.01	2.3	1.9	n/a
sub-0039	ses-04	run-04	vicarious	9	high_cue	high_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	49.12	Strong	30.49	Strong	49.12	Strong	30.49	Strong	2.5	1.83	2.44	2.07	n/a
sub-0039	ses-04	run-04	vicarious	10	high_cue	med_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz	47.43	Strong	20.99	Moderate	47.43	Strong	20.99	Moderate	2.35	2.18	2.96	2.91	n/a
sub-0039	ses-04	run-04	vicarious	11	high_cue	low_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	29.14	Strong	27.92	Moderate	29.14	Strong	27.92	Moderate	2.34	1.5	2.22	1.33	n/a
sub-0039	ses-04	run-04	vicarious	12	low_cue	med_stim	sub-0039_ses-04_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	8.47	Weak	26.25	Moderate	8.47	Weak	26.25	Moderate	2.01	1.09	2.48	1.97	n/a
sub-0039	ses-04	run-05	pain	1	low_cue	high_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz	8.85	Weak	63.75	Strong	8.85	Weak	63.75	Strong	1.97	1.37	1.66	0.94	success
sub-0039	ses-04	run-05	pain	2	high_cue	med_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	62.51	Strong	50.4	Strong	62.51	Strong	50.4	Strong	1.85	1.12	2.47	1.87	success
sub-0039	ses-04	run-05	pain	3	low_cue	low_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz	60.03	Strong	52.17	Strong	60.03	Strong	52.17	Strong	1.97	1.42	1.9	1.23	success
sub-0039	ses-04	run-05	pain	4	high_cue	low_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	63.1	Strong	46.8	Strong	63.1	Strong	46.8	Strong	2.28	1.5	1.94	1.34	success
sub-0039	ses-04	run-05	pain	5	low_cue	med_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz	61.31	Strong	61.78	Strong	61.31	Strong	61.78	Strong	2.42	1.95	3.06	2.41	success
sub-0039	ses-04	run-05	pain	6	high_cue	high_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	63.22	Strong	73.74	Very Strong	63.22	Strong	73.74	Very Strong	2.37	0.9	1.95	1.38	success
sub-0039	ses-04	run-05	pain	7	low_cue	low_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz	64.27	Very Strong	65.5	Very Strong	64.27	Very Strong	65.5	Very Strong	1.83	1.07	1.53	0.93	success
sub-0039	ses-04	run-05	pain	8	low_cue	high_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	63.02	Strong	69.23	Very Strong	63.02	Strong	69.23	Very Strong	1.47	0.82	3.2	2.49	success
sub-0039	ses-04	run-05	pain	9	high_cue	high_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	58.44	Strong	65.08	Very Strong	58.44	Strong	65.08	Very Strong	3.4	0.75	1.93	1.27	success
sub-0039	ses-04	run-05	pain	10	high_cue	med_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz	68.07	Very Strong	69.5	Very Strong	68.07	Very Strong	69.5	Very Strong	3.14	2.0	2.87	2.17	success
sub-0039	ses-04	run-05	pain	11	high_cue	low_stim	sub-0039_ses-04_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	60.74	Strong	54.33	Strong	60.74	Strong	54.33	Strong	1.42	0.55	2.08	1.45	success
